pattern_id	nr_of_msds_in_pattern	pattern	freq	examples
P_hrLex_Ag_4	139	Agpmsnn: ~an, Agpmsny: ~ni, Agpmsgn: ~na, Agpmsgy: ~nog|~noga, Agpmsdn: ~nu, Agpmsdy: ~nom|~nome|~nomu, Agpmsann: ~an, Agpmsany: ~na, Agpmsayn: ~ni, Agpmsayy: ~nog|~noga, Agpmsvn: ~an, Agpmsvy: ~ni, Agpmsln: ~nu, Agpmsly: ~nom|~nome|~nomu, Agpmsiy: ~nim, Agpmpny: ~ni, Agpmpgy: ~nih, Agpmpdy: ~nim|~nima, Agpmpay: ~ne, Agpmpvy: ~ni, Agpmply: ~nim|~nima, Agpmpiy: ~nim|~nima, Agpfsny: ~na, Agpfsgy: ~ne, Agpfsdy: ~noj, Agpfsay: ~nu, Agpfsvy: ~na, Agpfsly: ~noj, Agpfsiy: ~nom, Agpfpny: ~ne, Agpfpgy: ~nih, Agpfpdy: ~nim|~nima, Agpfpay: ~ne, Agpfpvy: ~ne, Agpfply: ~nim|~nima, Agpfpiy: ~nim|~nima, Agpnsny: ~no, Agpnsgn: ~na, Agpnsgy: ~nog|~noga, Agpnsdn: ~nu, Agpnsdy: ~nom|~nome|~nomu, Agpnsay: ~no, Agpnsvy: ~no, Agpnsln: ~nu, Agpnsly: ~nom|~nome|~nomu, Agpnsiy: ~nim, Agpnpny: ~na, Agpnpgy: ~nih, Agpnpdy: ~nim|~nima, Agpnpay: ~na, Agpnpvy: ~na, Agpnply: ~nim|~nima, Agpnpiy: ~nim|~nima, Agcmsny: ~niji, Agcmsgy: ~nijeg|~nijega, Agcmsdy: ~nijem|~nijemu, Agcmsayn: ~niji, Agcmsayy: ~nijeg|~nijega, Agcmsvy: ~niji, Agcmsly: ~nijem|~nijemu, Agcmsiy: ~nijim, Agcmpny: ~niji, Agcmpgy: ~nijih, Agcmpdy: ~nijim|~nijima, Agcmpay: ~nije, Agcmpvy: ~niji, Agcmply: ~nijim|~nijima, Agcmpiy: ~nijim|~nijima, Agcfsny: ~nija, Agcfsgy: ~nije, Agcfsdy: ~nijoj, Agcfsay: ~niju, Agcfsvy: ~nija, Agcfsly: ~nijoj, Agcfsiy: ~nijom, Agcfpny: ~nije, Agcfpgy: ~nijih, Agcfpdy: ~nijim|~nijima, Agcfpay: ~nije, Agcfpvy: ~nije, Agcfply: ~nijim|~nijima, Agcfpiy: ~nijim|~nijima, Agcnsny: ~nije, Agcnsgy: ~nijeg|~nijega, Agcnsdy: ~nijem|~nijemu, Agcnsay: ~nije, Agcnsvy: ~nije, Agcnsly: ~nijem|~nijemu, Agcnsiy: ~nijim, Agcnpny: ~nija, Agcnpgy: ~nijih, Agcnpdy: ~nijim|~nijima, Agcnpay: ~nija, Agcnpvy: ~nija, Agcnply: ~nijim|~nijima, Agcnpiy: ~nijim|~nijima, Agsmsny: ~niji, Agsmsgy: ~nijeg|~nijega, Agsmsdy: ~nijem|~nijemu, Agsmsayn: ~niji, Agsmsayy: ~nijeg|~nijega, Agsmsvy: ~niji, Agsmsly: ~nijem|~nijemu, Agsmsiy: ~nijim, Agsmpny: ~niji, Agsmpgy: ~nijih, Agsmpdy: ~nijim|~nijima, Agsmpay: ~nije, Agsmpvy: ~niji, Agsmply: ~nijim|~nijima, Agsmpiy: ~nijim|~nijima, Agsfsny: ~nija, Agsfsgy: ~nije, Agsfsdy: ~nijoj, Agsfsay: ~niju, Agsfsvy: ~nija, Agsfsly: ~nijoj, Agsfsiy: ~nijom, Agsfpny: ~nije, Agsfpgy: ~nijih, Agsfpdy: ~nijim|~nijima, Agsfpay: ~nije, Agsfpvy: ~nije, Agsfply: ~nijim|~nijima, Agsfpiy: ~nijim|~nijima, Agsnsny: ~nije, Agsnsgy: ~nijeg|~nijega, Agsnsdy: ~nijem|~nijemu, Agsnsay: ~nije, Agsnsvy: ~nije, Agsnsly: ~nijem|~nijemu, Agsnsiy: ~nijim, Agsnpny: ~nija, Agsnpgy: ~nijih, Agsnpdy: ~nijim|~nijima, Agsnpay: ~nija, Agsnpvy: ~nija, Agsnply: ~nijim|~nijima, Agsnpiy: ~nijim|~nijima	2332	ruševan~~~Ag, garantan~~~Ag, analogan~~~Ag, ekstraordinaran~~~Ag, bezvučan~~~Ag, egzotičan~~~Ag, energičan~~~Ag, pejorativan~~~Ag, mramoran~~~Ag, ažuran~~~Ag
P_hrLex_Rg_2	3	Rgp: ~o, Rgc: ~ije, Rgs: ~ije	4770	simbolično~~~Rg, introvertirano~~~Rg, astmatično~~~Rg, grabežljivo~~~Rg, ovlašteno~~~Rg, crkveno~~~Rg, genijalno~~~Rg, hibridno~~~Rg, polemično~~~Rg, neobjašnjeno~~~Rg
P_hrLex_Ncf_2	14	Ncfsn: ~st, Ncfsg: ~sti, Ncfsd: ~sti, Ncfsa: ~st, Ncfsv: ~sti, Ncfsl: ~sti, Ncfsi: ~sti|~šću, Ncfpn: ~sti, Ncfpg: ~sti, Ncfpd: ~stima, Ncfpa: ~sti, Ncfpv: ~sti, Ncfpl: ~stima, Ncfpi: ~stima	2902	prenaseljenost~~~Ncf, induktivnost~~~Ncf, apolitičnost~~~Ncf, fotogeničnost~~~Ncf, svijest~~~Ncf, bludnost~~~Ncf, zaposlenost~~~Ncf, čarobnost~~~Ncf, endemičnost~~~Ncf, goropadnost~~~Ncf
P_hrLex_Ncm_4	14	Ncmsn: ~Ø, Ncmsg: ~a, Ncmsd: ~u, Ncmsay: ~a, Ncmsv: ~u, Ncmsl: ~u, Ncmsi: ~om, Ncmpn: ~i, Ncmpg: ~a|~â, Ncmpd: ~ima, Ncmpa: ~e, Ncmpv: ~i, Ncmpl: ~ima, Ncmpi: ~ima	291	sekularist~~~Ncm, eremit~~~Ncm, alkoholičar~~~Ncm, dilber~~~Ncm, bagerist~~~Ncm, demos~~~Ncm, dnevničar~~~Ncm, paraglajder~~~Ncm, kmer~~~Ncm, antagonist~~~Ncm
P_hrLex_Ap_1	53	Appmsnn: ~Ø, Appmsny: ~i, Appmsgn: ~a, Appmsgy: ~og|~oga, Appmsdn: ~u, Appmsdy: ~om|~ome|~omu, Appmsann: ~Ø, Appmsany: ~a, Appmsayn: ~i, Appmsayy: ~og|~oga, Appmsvn: ~Ø, Appmsvy: ~i, Appmsln: ~u, Appmsly: ~om|~ome|~omu, Appmsiy: ~im, Appmpny: ~i, Appmpgy: ~ih, Appmpdy: ~im|~ima, Appmpay: ~e, Appmpvy: ~i, Appmply: ~im|~ima, Appmpiy: ~im|~ima, Appfsny: ~a, Appfsgy: ~e, Appfsdy: ~oj, Appfsay: ~u, Appfsvy: ~a, Appfsly: ~oj, Appfsiy: ~om, Appfpny: ~e, Appfpgy: ~ih, Appfpdy: ~im|~ima, Appfpay: ~e, Appfpvy: ~e, Appfply: ~im|~ima, Appfpiy: ~im|~ima, Appnsny: ~o, Appnsgn: ~a, Appnsgy: ~og|~oga, Appnsdn: ~u, Appnsdy: ~om|~ome|~omu, Appnsay: ~o, Appnsvy: ~o, Appnsln: ~u, Appnsly: ~om|~ome|~omu, Appnsiy: ~im, Appnpny: ~a, Appnpgy: ~ih, Appnpdy: ~im|~ima, Appnpay: ~a, Appnpvy: ~a, Appnply: ~im|~ima, Appnpiy: ~im|~ima	7053	zaderati~~~Ap, pounutriti~~~Ap, isplivati~~~Ap, arhivirati~~~Ap, hvaliti~~~Ap, zapamtiti~~~Ap, razjariti~~~Ap, detektirati~~~Ap, svrgnuti~~~Ap, udomiti~~~Ap
P_hrLex_Ag_5	129	Agpmsny: ~i, Agpmsgy: ~og|~oga, Agpmsdy: ~om|~ome|~omu, Agpmsayn: ~i, Agpmsayy: ~og|~oga, Agpmsvy: ~i, Agpmsly: ~om|~ome|~omu, Agpmsiy: ~im, Agpmpny: ~i, Agpmpgy: ~ih, Agpmpdy: ~im|~ima, Agpmpay: ~e, Agpmpvy: ~i, Agpmply: ~im|~ima, Agpmpiy: ~im|~ima, Agpfsny: ~a, Agpfsgy: ~e, Agpfsdy: ~oj, Agpfsay: ~u, Agpfsvy: ~a, Agpfsly: ~oj, Agpfsiy: ~om, Agpfpny: ~e, Agpfpgy: ~ih, Agpfpdy: ~im|~ima, Agpfpay: ~e, Agpfpvy: ~e, Agpfply: ~im|~ima, Agpfpiy: ~im|~ima, Agpnsny: ~o, Agpnsgy: ~og|~oga, Agpnsdy: ~om|~ome|~omu, Agpnsay: ~o, Agpnsvy: ~o, Agpnsly: ~om|~ome|~omu, Agpnsiy: ~im, Agpnpny: ~a, Agpnpgy: ~ih, Agpnpdy: ~im|~ima, Agpnpay: ~a, Agpnpvy: ~a, Agpnply: ~im|~ima, Agpnpiy: ~im|~ima, Agcmsny: ~iji, Agcmsgy: ~ijeg|~ijega, Agcmsdy: ~ijem|~ijemu, Agcmsayn: ~iji, Agcmsayy: ~ijeg|~ijega, Agcmsvy: ~iji, Agcmsly: ~ijem|~ijemu, Agcmsiy: ~ijim, Agcmpny: ~iji, Agcmpgy: ~ijih, Agcmpdy: ~ijim|~ijima, Agcmpay: ~ije, Agcmpvy: ~iji, Agcmply: ~ijim|~ijima, Agcmpiy: ~ijim|~ijima, Agcfsny: ~ija, Agcfsgy: ~ije, Agcfsdy: ~ijoj, Agcfsay: ~iju, Agcfsvy: ~ija, Agcfsly: ~ijoj, Agcfsiy: ~ijom, Agcfpny: ~ije, Agcfpgy: ~ijih, Agcfpdy: ~ijim|~ijima, Agcfpay: ~ije, Agcfpvy: ~ije, Agcfply: ~ijim|~ijima, Agcfpiy: ~ijim|~ijima, Agcnsny: ~ije, Agcnsgy: ~ijeg|~ijega, Agcnsdy: ~ijem|~ijemu, Agcnsay: ~ije, Agcnsvy: ~ije, Agcnsly: ~ijem|~ijemu, Agcnsiy: ~ijim, Agcnpny: ~ija, Agcnpgy: ~ijih, Agcnpdy: ~ijim|~ijima, Agcnpay: ~ija, Agcnpvy: ~ija, Agcnply: ~ijim|~ijima, Agcnpiy: ~ijim|~ijima, Agsmsny: ~iji, Agsmsgy: ~ijeg|~ijega, Agsmsdy: ~ijem|~ijemu, Agsmsayn: ~iji, Agsmsayy: ~ijeg|~ijega, Agsmsvy: ~iji, Agsmsly: ~ijem|~ijemu, Agsmsiy: ~ijim, Agsmpny: ~iji, Agsmpgy: ~ijih, Agsmpdy: ~ijim|~ijima, Agsmpay: ~ije, Agsmpvy: ~iji, Agsmply: ~ijim|~ijima, Agsmpiy: ~ijim|~ijima, Agsfsny: ~ija, Agsfsgy: ~ije, Agsfsdy: ~ijoj, Agsfsay: ~iju, Agsfsvy: ~ija, Agsfsly: ~ijoj, Agsfsiy: ~ijom, Agsfpny: ~ije, Agsfpgy: ~ijih, Agsfpdy: ~ijim|~ijima, Agsfpay: ~ije, Agsfpvy: ~ije, Agsfply: ~ijim|~ijima, Agsfpiy: ~ijim|~ijima, Agsnsny: ~ije, Agsnsgy: ~ijeg|~ijega, Agsnsdy: ~ijem|~ijemu, Agsnsay: ~ije, Agsnsvy: ~ije, Agsnsly: ~ijem|~ijemu, Agsnsiy: ~ijim, Agsnpny: ~ija, Agsnpgy: ~ijih, Agsnpdy: ~ijim|~ijima, Agsnpay: ~ija, Agsnpvy: ~ija, Agsnply: ~ijim|~ijima, Agsnpiy: ~ijim|~ijima	671	pornografski~~~Ag, disciplinski~~~Ag, akcijski~~~Ag, brodvejski~~~Ag, transatlantski~~~Ag, armijski~~~Ag, bostonski~~~Ag, ciparski~~~Ag, monopolski~~~Ag, jadranski~~~Ag
P_hrLex_Rg_3	3	Rgp: ~Ø, Rgc: ~je, Rgs: ~je	671	pornografski~~~Rg, disciplinski~~~Rg, akcijski~~~Rg, brodvejski~~~Rg, transatlantski~~~Rg, armijski~~~Rg, bostonski~~~Rg, ciparski~~~Rg, monopolski~~~Rg, jadranski~~~Rg
P_hrLex_Ncm_5	14	Ncmsn: ~Ø, Ncmsg: ~a, Ncmsd: ~u, Ncmsan: ~Ø, Ncmsv: ~e|~u, Ncmsl: ~u, Ncmsi: ~om, Ncmpn: ~i, Ncmpg: ~a|~â, Ncmpd: ~ima, Ncmpa: ~e, Ncmpv: ~i, Ncmpl: ~ima, Ncmpi: ~ima	117	suproizvod~~~Ncm, odbor~~~Ncm, difuzor~~~Ncm, abraziv~~~Ncm, cajt~~~Ncm, škapular~~~Ncm, transponder~~~Ncm, potez~~~Ncm, atraktor~~~Ncm, prilaz~~~Ncm
P_hrLex_Npm_21	7	Npmsn: ~o, Npmsg: ~e, Npmsd: ~i, Npmsay: ~u, Npmsv: ~o, Npmsl: ~i, Npmsi: ~om	249	Ščepo~~~Npm, Tunjo~~~Npm, Ljiljo~~~Npm, Darjo~~~Npm, Adelmo~~~Npm, Conjo~~~Npm, Đoko~~~Npm, Šemso~~~Npm, Šeko~~~Npm, Vilmo~~~Npm
P_hrLex_Npm_22	14	Npmsn: ~i, Npmsg: ~og|~oga, Npmsd: ~om, Npmsay: ~og|~oga, Npmsv: ~i, Npmsl: ~om, Npmsi: ~im, Npmpn: ~i, Npmpg: ~ih, Npmpd: ~ima, Npmpa: ~e, Npmpv: ~i, Npmpl: ~ima, Npmpi: ~ima	277	Stojkoski~~~Npm, Gajdarski~~~Npm, Aleksovski~~~Npm, Dodovski~~~Npm, Bičikliski~~~Npm, Denski~~~Npm, Dukovski~~~Npm, Prošenski~~~Npm, Manevski~~~Npm, Arsovski~~~Npm
P_hrLex_Npf_4	7	Npfsn: ~a, Npfsg: ~e, Npfsd: ~i, Npfsa: ~u, Npfsv: ~a|~o, Npfsl: ~i, Npfsi: ~om	469	Teodosija~~~Npf, Lilija~~~Npf, Bazilija~~~Npf, Adevija~~~Npf, Asija~~~Npf, Šemsija~~~Npf, Varija~~~Npf, Olesija~~~Npf, Alojzija~~~Npf, Rukija~~~Npf
P_hrLex_Npm_23	14	Npmsn: ~o, Npmsg: ~a, Npmsd: ~u, Npmsay: ~a, Npmsv: ~o, Npmsl: ~u, Npmsi: ~om, Npmpn: ~i, Npmpg: ~a, Npmpd: ~ima, Npmpa: ~e, Npmpv: ~i, Npmpl: ~ima, Npmpi: ~ima	1198	Sliško~~~Npm, Deško~~~Npm, Antonello~~~Npm, Corneretto~~~Npm, Žeško~~~Npm, Blonkalo~~~Npm, Chiurco~~~Npm, Dacko~~~Npm, Paškoto~~~Npm, Koleno~~~Npm
P_hrLex_Npm_24	14	Npmsn: ~k, Npmsg: ~ka, Npmsd: ~ku, Npmsay: ~ka, Npmsv: ~če, Npmsl: ~ku, Npmsi: ~kom, Npmpn: ~ci, Npmpg: ~ka, Npmpd: ~cima, Npmpa: ~ke, Npmpv: ~ci, Npmpl: ~cima, Npmpi: ~cima	742	Plešnik~~~Npm, Gebik~~~Npm, Bahnjik~~~Npm, Dulik~~~Npm, Trglavčnik~~~Npm, Brdovnik~~~Npm, Čejdik~~~Npm, Đuđik~~~Npm, Drenik~~~Npm, Fašnik~~~Npm
P_hrLex_Ncm_6	14	Ncmsn: ~Ø, Ncmsg: ~a, Ncmsd: ~u, Ncmsan: ~Ø, Ncmsv: ~u, Ncmsl: ~u, Ncmsi: ~om, Ncmpn: ~i, Ncmpg: ~a|~â, Ncmpd: ~ima, Ncmpa: ~e, Ncmpv: ~i, Ncmpl: ~ima, Ncmpi: ~ima	258	sonar~~~Ncm, dossier~~~Ncm, akril~~~Ncm, challenger~~~Ncm, autoservis~~~Ncm, burger~~~Ncm, dar-mar~~~Ncm, ponder~~~Ncm, komunikator~~~Ncm, alter~~~Ncm
P_hrLex_Npm_25	7	Npmsn: ~o, Npmsg: ~a|~ja, Npmsd: ~ju|~u, Npmsay: ~a|~ja, Npmsv: ~o, Npmsl: ~ju|~u, Npmsi: ~jem|~om	169	Nordio~~~Npm, Deziderio~~~Npm, Alferio~~~Npm, Dalio~~~Npm, Tiberio~~~Npm, Anio~~~Npm, Celio~~~Npm, Delio~~~Npm, Lario~~~Npm, Fabrizio~~~Npm
P_hrLex_Npf_5	7	Npfsn: ~a, Npfsg: ~e, Npfsd: ~i, Npfsa: ~u, Npfsv: ~e, Npfsl: ~i, Npfsi: ~om	289	Stošica~~~Npf, Draqica~~~Npf, Albinica~~~Npf, Darkica~~~Npf, Anđelica~~~Npf, Cvetica~~~Npf, Dica~~~Npf, Nilica~~~Npf, Julkica~~~Npf, Amica~~~Npf
P_hrLex_Npm_26	7	Npmsn: ~Ø, Npmsg: ~a, Npmsd: ~u, Npmsay: ~a, Npmsv: ~u, Npmsl: ~u, Npmsi: ~em	122	Tinić~~~Npm, Kemalj~~~Npm, Branivoj~~~Npm, Adilj~~~Npm, Berigoj~~~Npm, Čamilj~~~Npm, Šać~~~Npm, Vasilij~~~Npm, Mirogoj~~~Npm, Anatolij~~~Npm
P_hrLex_I_1	1	I: ~Ø	106	upomoć~~~I, jelda~~~I, bljak~~~I, adio~~~I, avaj~~~I, ćao~~~I, mic~~~I, ajme~~~I, pazi~~~I, pi-pi-pi~~~I
P_hrLex_Ncm_7	14	Ncmsn: ~t, Ncmsg: ~ta, Ncmsd: ~tu, Ncmsan: ~t, Ncmsv: ~te|~tu, Ncmsl: ~tu, Ncmsi: ~tom, Ncmpn: ~ti, Ncmpg: ~ata, Ncmpd: ~tima, Ncmpa: ~te, Ncmpv: ~ti, Ncmpl: ~tima, Ncmpi: ~tima	144	prezent~~~Ncm, dijamant~~~Ncm, afekt~~~Ncm, desert~~~Ncm, antitalent~~~Ncm, delikt~~~Ncm, deterdžent~~~Ncm, nusprodukt~~~Ncm, interdikt~~~Ncm, ambijent~~~Ncm
P_hrLex_Ncm_8	14	Ncmsn: ~Ø, Ncmsg: ~a, Ncmsd: ~u, Ncmsay: ~a, Ncmsv: ~e, Ncmsl: ~u, Ncmsi: ~om, Ncmpn: ~i, Ncmpg: ~a|~â, Ncmpd: ~ima, Ncmpa: ~e, Ncmpv: ~i, Ncmpl: ~ima, Ncmpi: ~ima	1145	revanšist~~~Ncm, entuzijast~~~Ncm, akvarelist~~~Ncm, doajen~~~Ncm, autopilot~~~Ncm, dezorganizator~~~Ncm, druid~~~Ncm, ostrakod~~~Ncm, komisionar~~~Ncm, animagus~~~Ncm
P_hrLex_Ncf_3	14	Ncfsn: ~a, Ncfsg: ~e, Ncfsd: ~i, Ncfsa: ~u, Ncfsv: ~e, Ncfsl: ~i, Ncfsi: ~om, Ncfpn: ~e, Ncfpg: ~a|~â, Ncfpd: ~ama, Ncfpa: ~e, Ncfpv: ~e, Ncfpl: ~ama, Ncfpi: ~ama	387	poznavateljica~~~Ncf, frizurica~~~Ncf, alpinistica~~~Ncf, e-matica~~~Ncf, stjenica~~~Ncf, bogorodica~~~Ncf, učiteljica~~~Ncf, vojarnica~~~Ncf, družica~~~Ncf, emigrantica~~~Ncf
P_hrLex_Vm_2	22	Vmn: ~t|~ti, Vmp-sm: ~o, Vmp-sf: ~la, Vmp-sn: ~lo, Vmp-pm: ~li, Vmp-pf: ~le, Vmp-pn: ~la, Vmr1s: ~m, Vmr1p: ~mo, Vmr2s: ~š, Vmr2p: ~te, Vmr3s: ~Ø, Vmr3p: ~ju, Vmm1p: ~jmo, Vmm2s: ~j, Vmm2p: ~jte, Vme1s: ~h, Vme1p: ~smo, Vme2s: ~še, Vme2p: ~ste, Vme3s: ~še, Vme3p: ~hu	1680	zibati~~~Vm, preodijevati~~~Vm, ispucavati~~~Vm, birati~~~Vm, guslati~~~Vm, štekati~~~Vm, skladati~~~Vm, dirkati~~~Vm, umnožavati~~~Vm, usredotočavati~~~Vm
P_hrLex_Rr_2	1	Rr: ~Ø	7991	štancati~~~Rr, ulizivati~~~Rr, ponirati~~~Rr, izbjegavati~~~Rr, bljuvati~~~Rr, iskucati~~~Rr, zapušiti~~~Rr, zbrinjavati~~~Rr, zaštekati~~~Rr, uskladištiti~~~Rr
P_hrLex_Ncf_4	14	Ncfsn: ~a, Ncfsg: ~e, Ncfsd: ~i, Ncfsa: ~u, Ncfsv: ~e, Ncfsl: ~i, Ncfsi: ~om, Ncfpn: ~e, Ncfpg: ~a, Ncfpd: ~ama, Ncfpa: ~e, Ncfpv: ~e, Ncfpl: ~ama, Ncfpi: ~ama	1553	preponašica~~~Ncf, goropadnica~~~Ncf, bacačica~~~Ncf, dvosupnica~~~Ncf, sukrvica~~~Ncf, bombašica~~~Ncf, vjerenica~~~Ncf, zakupnica~~~Ncf, dropovica~~~Ncf, flautistica~~~Ncf
P_hrLex_Ncm_9	14	Ncmsn: ~s, Ncmsg: ~sa, Ncmsd: ~su, Ncmsan: ~s, Ncmsv: ~su, Ncmsl: ~su, Ncmsi: ~som, Ncmpn: ~si, Ncmpg: ~asa|~sa|~sâ, Ncmpd: ~sima, Ncmpa: ~se, Ncmpv: ~si, Ncmpl: ~sima, Ncmpi: ~sima	1	adneks~~~Ncm
P_hrLex_Ncm_10	14	Ncmsn: ~t, Ncmsg: ~ta, Ncmsd: ~tu, Ncmsay: ~ta, Ncmsv: ~te|~tu, Ncmsl: ~tu, Ncmsi: ~tom, Ncmpn: ~ti, Ncmpg: ~ata, Ncmpd: ~tima, Ncmpa: ~te, Ncmpv: ~ti, Ncmpl: ~tima, Ncmpi: ~tima	41	participant~~~Ncm, deklarant~~~Ncm, adolescent~~~Ncm, celebrant~~~Ncm, aplikant~~~Ncm, simbiont~~~Ncm, debatant~~~Ncm, militant~~~Ncm, koncelebrant~~~Ncm, akceptant~~~Ncm
P_hrLex_Ncf_5	14	Ncfsn: ~a, Ncfsg: ~e, Ncfsd: ~i, Ncfsa: ~u, Ncfsv: ~e|~o, Ncfsl: ~i, Ncfsi: ~om, Ncfpn: ~e, Ncfpg: ~a|~â, Ncfpd: ~ama, Ncfpa: ~e, Ncfpv: ~e, Ncfpl: ~ama, Ncfpi: ~ama	228	vrijednosnica~~~Ncf, poldanica~~~Ncf, dožupanica~~~Ncf, alatnica~~~Ncf, dalekovodnica~~~Ncf, zidanica~~~Ncf, sjedežnica~~~Ncf, baterijica~~~Ncf, tračerica~~~Ncf, ucjenjivačica~~~Ncf
P_hrLex_Ag_6	53	Agpmsnn: ~Ø, Agpmsny: ~i, Agpmsgn: ~a, Agpmsgy: ~og|~oga, Agpmsdn: ~u, Agpmsdy: ~om|~ome|~omu, Agpmsann: ~Ø, Agpmsany: ~a, Agpmsayn: ~i, Agpmsayy: ~og|~oga, Agpmsvn: ~Ø, Agpmsvy: ~i, Agpmsln: ~u, Agpmsly: ~om|~ome|~omu, Agpmsiy: ~im, Agpmpny: ~i, Agpmpgy: ~ih, Agpmpdy: ~im|~ima, Agpmpay: ~e, Agpmpvy: ~i, Agpmply: ~im|~ima, Agpmpiy: ~im|~ima, Agpfsny: ~a, Agpfsgy: ~e, Agpfsdy: ~oj, Agpfsay: ~u, Agpfsvy: ~a, Agpfsly: ~oj, Agpfsiy: ~om, Agpfpny: ~e, Agpfpgy: ~ih, Agpfpdy: ~im|~ima, Agpfpay: ~e, Agpfpvy: ~e, Agpfply: ~im|~ima, Agpfpiy: ~im|~ima, Agpnsny: ~o, Agpnsgn: ~a, Agpnsgy: ~og|~oga, Agpnsdn: ~u, Agpnsdy: ~om|~ome|~omu, Agpnsay: ~o, Agpnsvy: ~o, Agpnsln: ~u, Agpnsly: ~om|~ome|~omu, Agpnsiy: ~im, Agpnpny: ~a, Agpnpgy: ~ih, Agpnpdy: ~im|~ima, Agpnpay: ~a, Agpnpvy: ~a, Agpnply: ~im|~ima, Agpnpiy: ~im|~ima	3099	preokruglast~~~Ag, neraskidiv~~~Ag, blijedožut~~~Ag, neobrađivan~~~Ag, pretaljiv~~~Ag, izblokiran~~~Ag, prečil~~~Ag, pristupiv~~~Ag, nemaskiran~~~Ag, neopravdan~~~Ag
P_hrLex_Npf_6	7	Npfsn: ~a, Npfsg: ~e|~je, Npfsd: ~i|~ji, Npfsa: ~ju|~u, Npfsv: ~a, Npfsl: ~i|~ji, Npfsi: ~jom|~om	1	Adria~~~Npf
P_hrLex_Ncm_11	14	Ncmsn: ~am, Ncmsg: ~ma, Ncmsd: ~mu, Ncmsan: ~am, Ncmsv: ~me, Ncmsl: ~mu, Ncmsi: ~mom, Ncmpn: ~mi, Ncmpg: ~ama, Ncmpd: ~mima, Ncmpa: ~me, Ncmpv: ~mi, Ncmpl: ~mima, Ncmpi: ~mima	500	čartizam~~~Ncm, republikanizam~~~Ncm, kolorizam~~~Ncm, blefarospazam~~~Ncm, agroturizam~~~Ncm, avangardizam~~~Ncm, trikroizam~~~Ncm, vazospazam~~~Ncm, vampirizam~~~Ncm, seksizam~~~Ncm
P_hrLex_Ncm_12	14	Ncmsn: ~k, Ncmsg: ~ka, Ncmsd: ~ku, Ncmsan: ~k, Ncmsv: ~če, Ncmsl: ~ku, Ncmsi: ~kom, Ncmpn: ~ci, Ncmpg: ~ka|~kâ, Ncmpd: ~cima, Ncmpa: ~ke, Ncmpv: ~ci, Ncmpl: ~cima, Ncmpi: ~cima	490	trbušnjak~~~Ncm, otpornik~~~Ncm, dovratnik~~~Ncm, analgetik~~~Ncm, cvijetnjak~~~Ncm, zupčanik~~~Ncm, štednjak~~~Ncm, šifrarnik~~~Ncm, umak~~~Ncm, prednjak~~~Ncm
P_hrLex_Ncf_6	14	Ncfsn: ~ka, Ncfsg: ~ke, Ncfsd: ~ci, Ncfsa: ~ku, Ncfsv: ~ko, Ncfsl: ~ci, Ncfsi: ~kom, Ncfpn: ~ke, Ncfpg: ~ka|~kâ, Ncfpd: ~kama, Ncfpa: ~ke, Ncfpv: ~ke, Ncfpl: ~kama, Ncfpi: ~kama	384	navlaka~~~Ncf, diskoteka~~~Ncf, agrotehnika~~~Ncf, bruka~~~Ncf, raka~~~Ncf, arhivistika~~~Ncf, tektonika~~~Ncf, trka~~~Ncf, bleka~~~Ncf, dalmatika~~~Ncf
P_hrLex_Ncm_13	14	Ncmsn: ~Ø, Ncmsg: ~a, Ncmsd: ~u, Ncmsan: ~Ø, Ncmsv: ~u, Ncmsl: ~u, Ncmsi: ~om, Ncmpn: ~ovi, Ncmpg: ~ova|~ovâ, Ncmpd: ~ovima, Ncmpa: ~ove, Ncmpv: ~ovi, Ncmpl: ~ovima, Ncmpi: ~ovima	92	site~~~Ncm, gamepad~~~Ncm, aeroklub~~~Ncm, e-book~~~Ncm, trade~~~Ncm, boutique~~~Ncm, ček~~~Ncm, šatl~~~Ncm, džingl~~~Ncm, fair~~~Ncm
P_hrLex_Ncn_2	14	Ncnsn: ~vo, Ncnsg: ~va, Ncnsd: ~vu, Ncnsa: ~vo, Ncnsv: ~vo, Ncnsl: ~vu, Ncnsi: ~vom, Ncnpn: ~va, Ncnpg: ~ava|~avâ, Ncnpd: ~vima, Ncnpa: ~va, Ncnpv: ~va, Ncnpl: ~vima, Ncnpi: ~vima	725	pčelarstvo~~~Ncn, gledateljstvo~~~Ncn, anglikanstvo~~~Ncn, duhovništvo~~~Ncn, svoјstvo~~~Ncn, bogumilstvo~~~Ncn, zemstvo~~~Ncn, čovještvo~~~Ncn, draguljarstvo~~~Ncn, elektroinženjerstvo~~~Ncn
P_hrLex_Npf_7	7	Npfsn: ~a, Npfsg: ~e, Npfsd: ~i, Npfsa: ~u, Npfsv: ~o, Npfsl: ~i, Npfsi: ~om	76	Pescara~~~Npf, Blandona~~~Npf, Aeropista~~~Npf, Asirija~~~Npf, Almerija~~~Npf, Armenija~~~Npf, Australazija~~~Npf, Mezopotamija~~~Npf, Indonezija~~~Npf, Akvileja~~~Npf
